,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,age_bin,edu_bin,marital_bin,race_bin
9476,48, Private,351903, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,2492,1,51, United-States, >50K,31-60,high,married,Non-White
9477,56, Private,262139, HS-grad,9, Married-civ-spouse, Protective-serv, Wife, White, Male,5,1,16, United-States, <=50K,31-60,low,married,Non-White
9478,60, Private,42419, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K,31-60,low,not-married,Non-White
9479,27, Private,197844, Bachelors,12, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,3651,0,40, United-States, <=50K,<=30,high,married,Non-White
9480,29, Private,368950, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,19,0,40, United-States, <=50K,<=30,high,not-married,Non-White
9481,29, Private,64091, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3980,0,12, United-States, <=50K,<=30,low,married,Non-White
9482,29, Private,441222, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,17, United-States, <=50K,<=30,low,not-married,Non-White
9483,41, Self-emp-not-inc,104649, Some-college,4, Married-civ-spouse, Farming-fishing, Husband, White, Female,2781,0,33, United-States, >50K,31-60,low,married,Non-White
9484,60, Self-emp-not-inc,198674, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,37, United-States, <=50K,31-60,low,married,Non-White
9485,59, Private,174137, Prof-school,12, Married-civ-spouse, Sales, Husband, White, Male,27,0,44, United-States, >50K,31-60,high,married,Non-White
9486,30, Private,148585, Some-college,10, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,29, United-States, <=50K,<=30,low,not-married,Non-White
9487,20, ?,204770, Some-college,4, Never-married, Prof-specialty, Own-child, White, Male,0,1,17, United-States, <=50K,<=30,low,not-married,Non-White
9488,55, Self-emp-inc,457233, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K,31-60,low,married,Non-White
9489,17, Self-emp-not-inc,150829, Some-college,5, Never-married, ?, Own-child, White, Female,0,2,33, United-States, <=50K,<=30,low,not-married,Non-White
9490,59, Federal-gov,263823, 7th-8th,15, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,17, Mexico, <=50K,31-60,high,married,Non-White
9491,19, ?,228534, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,16, United-States, <=50K,<=30,low,not-married,Non-White
9492,29, Private,334726, Bachelors,12, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K,<=30,high,married,Non-White
9493,54, Private,130951, 9th,11, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, ?, >50K,31-60,high,married,Non-White
9494,45, Self-emp-not-inc,189734, 10th,13, Divorced, Tech-support, Wife, White, Male,7224,0,40, United-States, <=50K,31-60,high,not-married,Non-White
9495,25, Private,224140, 7th-8th,13, Never-married, Other-service, Not-in-family, White, Female,0,0,45, Puerto-Rico, <=50K,<=30,high,not-married,Non-White
9496,30, Self-emp-inc,380189, Assoc-acdm,14, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, China, >50K,<=30,high,married,Non-White
9497,62, Private,115560, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,2,2,22, Mexico, <=50K,61+,low,married,Non-White
9498,64, Private,186994, Bachelors,13, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, <=50K,61+,high,married,Non-White
9499,37, Private,199677, 7th-8th,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,1,17, United-States, <=50K,31-60,low,not-married,Non-White
9500,29, ?,118198, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,high,not-married,Non-White
9501,33, Private,35900, HS-grad,9, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,34, Mexico, <=50K,31-60,low,not-married,Non-White
9502,22, Private,112870, 10th,13, Never-married, Other-service, Own-child, White, Male,0,4,49, United-States, >50K,<=30,high,not-married,Non-White
9503,36, Local-gov,46143, Assoc-voc,14, Married-civ-spouse, Tech-support, Husband, White, Male,14856,0,40, Outlying-US(Guam-USVI-etc), <=50K,31-60,high,married,Non-White
9504,56, Private,48265, 10th,10, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
9505,29, Private,235491, 11th,7, Never-married, ?, Unmarried, White, Male,0,1,40, United-States, <=50K,<=30,low,not-married,Non-White
9506,34, State-gov,173930, 1st-4th,14, Never-married, Prof-specialty, Unmarried, White, Female,0,0,34, ?, <=50K,31-60,high,not-married,Non-White
9507,40, Private,209599, HS-grad,9, Divorced, Other-service, Unmarried, White, Male,8,0,40, Mexico, <=50K,31-60,low,not-married,Non-White
9508,39, Private,221415, HS-grad,4, Married-civ-spouse, Other-service, Husband, White, Male,13,1836,32, United-States, <=50K,31-60,low,married,Non-White
9509,23, Self-emp-not-inc,127664, Some-college,14, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K,<=30,high,not-married,Non-White
9510,43, Self-emp-not-inc,357524, Bachelors,15, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,45, United-States, >50K,31-60,high,married,Non-White
9511,19, Private,188620, Some-college,4, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
9512,42, Private,290610, HS-grad,9, Divorced, ?, Own-child, White, Female,0,1,40, United-States, <=50K,31-60,low,not-married,Non-White
9513,58, Private,106039, HS-grad,9, Widowed, Other-service, Other-relative, White, Female,10,1,40, United-States, <=50K,31-60,low,not-married,Non-White
9514,33, Private,133455, Some-college,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
9515,55, Local-gov,214966, 7th-8th,14, Married-civ-spouse, Craft-repair, Husband, White, Male,7288,0,34, Philippines, <=50K,31-60,high,married,Non-White
9516,24, Local-gov,147978, 10th,13, Never-married, Tech-support, Not-in-family, White, Female,6,0,48, United-States, <=50K,<=30,high,not-married,Non-White
9517,34, Private,169988, Masters,13, Married-civ-spouse, Protective-serv, Husband, White, Male,14102,0,50, ?, >50K,31-60,high,married,Non-White
9518,33, Private,174647, HS-grad,4, Separated, Other-service, Unmarried, White, Male,0,1,59, United-States, <=50K,31-60,low,not-married,Non-White
9519,41, Local-gov,221425, Bachelors,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K,31-60,high,married,Non-White
9520,25, Private,234055, Some-college,9, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
9521,57, Private,176660, Some-college,3, Divorced, Sales, Not-in-family, White, Male,0,0,29, Philippines, <=50K,31-60,low,not-married,Non-White
9522,42, Self-emp-not-inc,187245, 1st-4th,9, Married-civ-spouse, Sales, Husband, White, Male,0,2,40, United-States, >50K,31-60,low,married,Non-White
9523,36, Private,35831, HS-grad,9, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,49, United-States, <=50K,31-60,low,not-married,Non-White
9524,43, Private,271856, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,49, United-States, >50K,31-60,high,married,Non-White
9525,40, Private,243255, HS-grad,9, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,low,married,Non-White
9526,40, Federal-gov,38914, Masters,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,14388,2,50, United-States, >50K,31-60,high,married,Non-White
9527,35, Private,261105, Masters,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,49, United-States, >50K,31-60,high,married,Non-White
9528,44, Private,182095, Some-college,5, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,35, China, <=50K,31-60,low,not-married,Non-White
9529,25, Private,244739, 5th-6th,7, Divorced, Adm-clerical, Wife, White, Male,0,0,40, Greece, <=50K,<=30,low,not-married,Non-White
9530,31, Private,47613, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, Mexico, <=50K,31-60,high,not-married,Non-White
9531,61, Private,164332, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K,61+,low,married,Non-White
9532,43, Local-gov,176711, Assoc-voc,14, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,51, United-States, >50K,31-60,high,married,Non-White
9533,61, Private,336794, HS-grad,4, Married-civ-spouse, Transport-moving, Husband, White, Female,1,2,40, United-States, <=50K,61+,low,married,Non-White
9534,19, Private,309617, 1st-4th,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,31, United-States, <=50K,<=30,high,married,Non-White
9535,33, Federal-gov,333626, 7th-8th,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,40, Taiwan, <=50K,31-60,high,married,Non-White
9536,66, Self-emp-not-inc,239966, Assoc-voc,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K,61+,low,married,Non-White
9537,64, Private,59850, Some-college,14, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,49, Ireland, >50K,61+,high,married,Non-White
9538,35, Private,44412, Some-college,9, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,13, United-States, >50K,31-60,low,not-married,Non-White
9539,19, Private,248463, Some-college,10, Never-married, ?, Not-in-family, White, Female,0,1,40, China, <=50K,<=30,low,not-married,Non-White
9540,55, Self-emp-not-inc,109599, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Female,1,1,22, United-States, <=50K,31-60,low,married,Non-White
9541,34, Private,151849, Masters,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2,47, United-States, >50K,31-60,high,married,Non-White
9542,56, State-gov,140233, 11th,9, Never-married, Sales, Unmarried, White, Male,0,1744,11, United-States, <=50K,31-60,low,not-married,Non-White
9543,25, Private,197381, 11th,10, Never-married, Adm-clerical, Other-relative, White, Male,3825,2,12, United-States, <=50K,<=30,low,not-married,Non-White
9544,41, Private,173110, HS-grad,9, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
9545,34, Private,108723, Some-college,9, Married-civ-spouse, ?, Not-in-family, White, Male,0,0,49, United-States, >50K,31-60,low,married,Non-White
9546,39, Private,33791, Some-college,4, Never-married, Transport-moving, Husband, White, Male,0,0,16, United-States, <=50K,31-60,low,not-married,Non-White
9547,41, Private,175754, Bachelors,13, Never-married, Prof-specialty, Other-relative, White, Male,1391,1876,50, United-States, <=50K,31-60,high,not-married,Non-White
9548,47, Federal-gov,86166, HS-grad,16, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K,31-60,high,married,Non-White
9549,36, State-gov,379028, Assoc-voc,10, Never-married, Exec-managerial, Other-relative, White, Male,0,0,40, Italy, <=50K,31-60,low,not-married,Non-White
9550,45, Federal-gov,188937, Bachelors,14, Widowed, Prof-specialty, Husband, White, Male,0,1,60, United-States, >50K,31-60,high,not-married,Non-White
9551,23, Private,157198, 11th,10, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,46, United-States, <=50K,<=30,low,not-married,Non-White
9552,17, Private,209730, 11th,6, Never-married, ?, Own-child, White, Male,3496,0,51, United-States, <=50K,<=30,low,not-married,Non-White
9553,24, ?,98918, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
9554,55, Local-gov,195555, HS-grad,10, Divorced, Armed-Forces, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
9555,29, Local-gov,215087, Bachelors,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,9, United-States, >50K,<=30,low,married,Non-White
9556,43, Private,104241, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,12, United-States, <=50K,31-60,low,not-married,Non-White
9557,29, Self-emp-inc,108092, Some-college,5, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K,<=30,low,married,Non-White
9558,35, Self-emp-inc,464782, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,12,0,32, United-States, <=50K,31-60,low,married,Non-White
9559,33, Local-gov,18873, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,14154,0,40, Philippines, >50K,31-60,high,married,Non-White
9560,34, Private,109968, 9th,11, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
9561,49, Private,193268, Assoc-acdm,14, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K,31-60,high,married,Non-White
9562,30, Self-emp-inc,266858, HS-grad,9, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,34, United-States, <=50K,<=30,low,married,Non-White
9563,36, Self-emp-not-inc,131378, HS-grad,4, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
9564,68, Self-emp-not-inc,38008, HS-grad,7, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,6,0,35, Hong, <=50K,61+,low,married,Non-White
9565,37, Private,209433, Doctorate,6, Married-civ-spouse, Craft-repair, Husband, White, Male,3815,2,40, Mexico, <=50K,31-60,low,married,Non-White
9566,35, ?,341649, HS-grad,9, Separated, ?, Own-child, White, Male,0,0,34, United-States, <=50K,31-60,low,not-married,Non-White
9567,39, State-gov,175348, Masters,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, ?, >50K,31-60,high,married,Non-White
9568,37, Private,377608, Masters,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,3,1,51, United-States, >50K,31-60,high,married,Non-White
9569,55, Self-emp-not-inc,153358, HS-grad,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,51, United-States, >50K,31-60,high,married,Non-White
9570,43, Federal-gov,371865, Assoc-voc,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,25,1,70, United-States, >50K,31-60,high,married,Non-White
9571,31, ?,175580, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,21, United-States, <=50K,31-60,low,not-married,Non-White
9572,52, Private,173482, Masters,3, Divorced, Other-service, Unmarried, White, Female,0,0,45, Jamaica, >50K,31-60,low,not-married,Non-White
9573,32, Private,200103, Some-college,4, Divorced, Exec-managerial, Husband, Black, Male,0,0,28, United-States, <=50K,31-60,low,not-married,Non-White
9574,25, Private,169617, 9th,7, Married-AF-spouse, Farming-fishing, Husband, White, Male,33,0,9, United-States, <=50K,<=30,low,married,Non-White
9575,39, Private,183454, HS-grad,10, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,3,35, United-States, <=50K,31-60,low,not-married,Non-White
9576,62, Private,199319, 11th,9, Separated, Machine-op-inspct, Other-relative, White, Female,0,1,40, United-States, <=50K,61+,low,not-married,Non-White
9577,25, Private,209859, Assoc-voc,9, Never-married, ?, Not-in-family, White, Male,8,0,40, Laos, <=50K,<=30,low,not-married,Non-White
9578,47, Private,340691, Masters,6, Married-civ-spouse, Other-service, Unmarried, White, Female,6,0,21, United-States, <=50K,31-60,low,married,Non-White
9579,49, Private,292128, Doctorate,10, Married-civ-spouse, Craft-repair, Husband, White, Male,14710,0,40, India, >50K,31-60,low,married,Non-White
9580,39, State-gov,214393, 10th,9, Divorced, Armed-Forces, Unmarried, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
9581,57, Local-gov,128250, Bachelors,9, Never-married, ?, Unmarried, White, Female,0,1,45, Portugal, <=50K,31-60,low,not-married,Non-White
9582,40, Federal-gov,40343, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,40, Jamaica, <=50K,31-60,low,not-married,Non-White
9583,18, Private,175464, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,1,7, United-States, <=50K,<=30,high,not-married,Non-White
9584,30, Private,135173, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,23,0,49, United-States, <=50K,<=30,low,married,Non-White
9585,41, Private,174539, 10th,9, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
